total_eval,generation,candidate_in_gen,stage_name,species_id,complexity,is_champion,batch_size,l2_reg,learning_rate,min_delta,positional_encoding,tft_dropout,tft_hidden_units,tft_lstm_layers,tft_num_heads,use_log1p_features,window_size,fitness,train_mcc,train_f1,val_mcc,val_f1,test_mcc,test_f1,champion_fitness
1,0,1,features,,11,1,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.47147070
2,0,2,features,,11,1,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],69,-0.48123354,0.054924,0.219062,0.011961,0.011961,-0.027749,0.209040,-0.48123354
3,0,3,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.48123354
4,0,4,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],84,-0.37787386,0.081034,0.267394,-0.045660,-0.045660,-0.002861,0.262258,-0.48123354
5,0,5,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.48123354
6,0,6,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],117,-0.37071350,0.071682,0.207161,-0.003834,-0.003834,-0.027758,0.221311,-0.48123354
7,0,7,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,,52,-0.38186298,0.067703,0.251480,-0.051045,-0.051045,-0.039354,0.234214,-0.48123354
8,0,8,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,,75,-0.33756103,0.059734,0.216344,-0.015848,-0.015848,-0.011394,0.232000,-0.48123354
9,0,9,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],119,-0.22818431,0.170871,0.350449,-0.057331,-0.057331,0.030374,0.256115,-0.48123354
10,0,10,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],76,-0.36403523,0.067805,0.269058,-0.018000,-0.018000,-0.068089,0.198726,-0.48123354
11,0,11,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,,151,-0.44006070,0.087431,0.309101,0.040359,0.040359,-0.016837,0.293073,-0.48123354
12,0,12,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],137,-0.18250015,0.206241,0.386824,-0.047641,-0.047641,0.020829,0.288889,-0.48123354
13,0,13,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,,83,-0.39573300,0.076703,0.230040,0.010328,0.010328,-0.048688,0.210117,-0.48123354
14,0,14,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,145,-0.30289387,0.048736,0.148039,-0.025779,-0.025779,0.028825,0.254062,-0.48123354
15,0,15,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,59,-0.40972961,0.070146,0.282810,-0.018216,-0.018216,-0.014242,0.264428,-0.48123354
16,0,16,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],93,-0.43124454,0.051650,0.275043,-0.008797,-0.008797,0.020167,0.290722,-0.48123354
17,0,17,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],151,-0.32263777,0.149444,0.313444,-0.009220,-0.009220,-0.021364,0.254673,-0.48123354
18,0,18,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],116,-0.48047963,0.050392,0.169259,-0.014646,-0.014646,-0.025156,0.205128,-0.48123354
19,0,19,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],58,-0.38462477,0.056203,0.263191,-0.046010,-0.046010,0.007121,0.283716,-0.48123354
20,0,20,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,,121,-0.33353030,0.066399,0.176826,-0.077782,-0.077782,0.015139,0.207381,-0.48123354
21,1,1,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],58,-0.38984614,0.061143,0.230366,-0.047133,-0.047133,0.016259,0.266187,-0.48123354
22,1,2,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],93,-0.43124454,0.051650,0.275043,-0.008797,-0.008797,0.020167,0.290722,-0.48123354
23,1,3,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,83,-0.43371160,0.071875,0.281269,-0.003971,-0.003971,-0.003280,0.264278,-0.48123354
24,1,4,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],58,-0.38462477,0.056203,0.263191,-0.046010,-0.046010,0.007121,0.283716,-0.48123354
25,1,5,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.48123354
26,1,6,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,59,-0.40972961,0.070146,0.282810,-0.018216,-0.018216,-0.014242,0.264428,-0.48123354
27,1,7,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.48123354
28,1,8,features,,11,1,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],127,-0.49192154,0.058247,0.199916,0.007296,0.007296,-0.037281,0.214580,-0.49192154
29,1,9,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],58,-0.38462477,0.056203,0.263191,-0.046010,-0.046010,0.007121,0.283716,-0.49192154
30,1,10,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],67,-0.26746133,0.233656,0.405381,-0.007618,-0.007618,0.005723,0.274002,-0.49192154
31,1,11,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,,83,-0.39573300,0.076703,0.230040,0.010328,0.010328,-0.048688,0.210117,-0.49192154
32,1,12,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,72,-0.48398577,0.056932,0.212698,0.016700,0.016700,-0.012780,0.215429,-0.49192154
33,1,13,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],58,-0.38462477,0.056203,0.263191,-0.046010,-0.046010,0.007121,0.283716,-0.49192154
34,1,14,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.49192154
35,1,15,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],59,-0.34887139,0.082802,0.305449,-0.028333,-0.028333,0.039421,0.300412,-0.49192154
36,1,16,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],74,-0.32304468,0.042095,0.164483,-0.001412,-0.001412,0.004778,0.194783,-0.49192154
37,1,17,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],58,-0.38462477,0.056203,0.263191,-0.046010,-0.046010,0.007121,0.283716,-0.49192154
38,1,18,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.49192154
39,1,19,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],65,-0.40841508,0.063716,0.218972,-0.018357,-0.018357,0.000514,0.258824,-0.49192154
40,2,1,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],83,-0.36902784,0.090993,0.298588,-0.025990,-0.025990,0.005686,0.265896,-0.49192154
41,2,2,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.49192154
42,2,3,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.49192154
43,2,4,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,83,-0.43371160,0.071875,0.281269,-0.003971,-0.003971,-0.003280,0.264278,-0.49192154
44,2,5,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.014799,-0.026630,0.212164,-0.49192154
45,2,6,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,70,-0.38453001,0.055221,0.202136,0.033756,0.033756,-0.033968,0.195556,-0.49192154
46,2,7,features,,11,1,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.039741,-0.003220,0.215152,-0.49579570
47,2,8,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,83,-0.43371160,0.071875,0.281269,-0.003971,-0.003971,-0.003280,0.264278,-0.49579570
48,2,9,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.49579570
49,2,10,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,59,-0.40972961,0.070146,0.282810,-0.018216,-0.018216,-0.014242,0.264428,-0.49579570
50,2,11,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],69,-0.48123354,0.054924,0.219062,0.011961,0.011961,-0.027749,0.209040,-0.49579570
51,2,12,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.028035,-0.033355,0.194320,-0.49579570
52,2,13,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,63,-0.28911891,0.067075,0.257847,-0.035301,-0.035301,-0.006153,0.272446,-0.49579570
53,2,14,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],93,-0.43124454,0.051650,0.275043,-0.008797,-0.008797,0.020167,0.290722,-0.49579570
54,2,15,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.039741,-0.003220,0.215152,-0.49579570
55,2,16,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],71,-0.38427158,0.049969,0.216794,-0.016923,-0.016923,-0.006494,0.228095,-0.49579570
56,2,17,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],127,-0.34393122,0.055570,0.205170,-0.011846,-0.011846,-0.033580,0.216066,-0.49579570
57,2,18,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],111,-0.43270255,0.061077,0.211765,0.008399,0.008399,-0.020066,0.212389,-0.49579570
58,2,19,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,59,-0.40972961,0.070146,0.282810,-0.018216,0.206278,-0.014242,0.264428,-0.49579570
59,3,1,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
60,3,2,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],83,-0.36902784,0.090993,0.298588,-0.025990,0.206490,0.005686,0.265896,-0.49579570
61,3,3,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,83,-0.43371160,0.071875,0.281269,-0.003971,0.245383,-0.003280,0.264278,-0.49579570
62,3,4,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
63,3,5,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,83,-0.43371160,0.071875,0.281269,-0.003971,0.245383,-0.003280,0.264278,-0.49579570
64,3,6,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,83,-0.43371160,0.071875,0.281269,-0.003971,0.245383,-0.003280,0.264278,-0.49579570
65,3,7,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
66,3,8,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
67,3,9,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
68,3,10,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],127,-0.49192154,0.058247,0.199916,0.007296,0.175097,-0.037281,0.214580,-0.49579570
69,3,11,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
70,3,12,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
71,3,13,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],83,-0.36902784,0.090993,0.298588,-0.025990,0.206490,0.005686,0.265896,-0.49579570
72,3,14,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,,83,-0.43371160,0.071875,0.281269,-0.003971,0.245383,-0.003280,0.264278,-0.49579570
73,3,15,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49579570
74,3,16,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49579570
75,3,17,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49579570
76,3,18,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
77,3,19,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
78,4,1,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],111,-0.43270255,0.061077,0.211765,0.008399,0.171875,-0.020066,0.212389,-0.49579570
79,4,2,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
80,4,3,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
81,4,4,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],50,-0.36204340,0.070287,0.274914,-0.034425,0.194978,0.040017,0.296375,-0.49579570
82,4,5,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
83,4,6,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49579570
84,4,7,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
85,4,8,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],67,-0.26746133,0.233656,0.405381,-0.007618,0.184932,0.005723,0.274002,-0.49579570
86,4,9,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],73,-0.41370415,0.059030,0.261790,0.008134,0.215873,-0.039070,0.228916,-0.49579570
87,4,10,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
88,4,11,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49579570
89,4,12,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49579570
90,4,13,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49579570
91,4,14,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
92,4,15,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],127,-0.49192154,0.058247,0.199916,0.007296,0.175097,-0.037281,0.214580,-0.49579570
93,4,16,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49579570
94,4,17,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49579570
95,4,18,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49579570
96,4,19,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],54,-0.44902505,0.091423,0.327494,0.016448,0.290043,0.000590,0.289134,-0.49579570
97,5,1,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49579570
98,5,2,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49579570
99,5,3,features,,11,1,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],48,-0.49957646,0.063063,0.210655,0.024038,0.207836,-0.046166,0.209032,-0.49957646
100,5,4,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],68,-0.31092057,0.079131,0.154545,0.017723,0.045070,-0.015457,0.183051,-0.49957646
101,5,5,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],146,-0.42911028,0.049028,0.184669,0.016845,0.201465,0.008977,0.278539,-0.49957646
102,5,6,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],127,-0.34393122,0.055570,0.205170,-0.011846,0.157171,-0.033580,0.216066,-0.49957646
103,5,7,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
104,5,8,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
105,5,9,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],67,-0.40797781,0.091931,0.195933,0.029803,0.115385,0.006811,0.261593,-0.49957646
106,5,10,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],83,-0.36902784,0.090993,0.298588,-0.025990,0.206490,0.005686,0.265896,-0.49957646
107,5,11,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49957646
108,5,12,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],67,-0.26746133,0.233656,0.405381,-0.007618,0.184932,0.005723,0.274002,-0.49957646
109,5,13,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],102,-0.41505123,0.054734,0.149093,0.008616,0.106280,0.000965,0.187726,-0.49957646
110,5,14,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],77,-0.35250267,0.109797,0.319839,-0.017359,0.170213,-0.009137,0.268215,-0.49957646
111,5,15,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],127,-0.49192154,0.058247,0.199916,0.007296,0.175097,-0.037281,0.214580,-0.49957646
112,5,16,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],74,-0.33124138,0.173131,0.363583,-0.009331,0.241153,0.012533,0.280214,-0.49957646
113,5,17,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49957646
114,5,18,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
115,5,19,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],89,-0.41437234,0.045056,0.175253,-0.011172,0.127660,-0.000575,0.220211,-0.49957646
116,6,1,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
117,6,2,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
118,6,3,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],127,-0.49192154,0.058247,0.199916,0.007296,0.175097,-0.037281,0.214580,-0.49957646
119,6,4,features,1,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
120,6,5,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
121,6,6,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
122,6,7,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
123,6,8,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49957646
124,6,9,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],91,-0.39382241,0.064577,0.167062,-0.012854,0.101617,-0.015633,0.194805,-0.49957646
125,6,10,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,,91,-0.35304775,0.087199,0.193816,-0.025520,0.073529,-0.010545,0.204724,-0.49957646
126,6,11,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],77,-0.35250267,0.109797,0.319839,-0.017359,0.170213,-0.009137,0.268215,-0.49957646
127,6,12,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],48,-0.44504910,0.086575,0.315543,0.033765,0.249267,0.021135,0.302867,-0.49957646
128,6,13,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
129,6,14,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
130,6,15,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
131,6,16,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
132,6,17,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],137,-0.32709919,0.047722,0.198020,-0.008156,0.137634,-0.029431,0.202144,-0.49957646
133,6,18,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,,70,-0.47965635,0.054474,0.155906,-0.002979,0.137500,-0.009341,0.218023,-0.49957646
134,6,19,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
135,7,1,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
136,7,2,features,,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],91,-0.39382241,0.064577,0.167062,-0.012854,0.101617,-0.015633,0.194805,-0.49957646
137,7,3,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49957646
138,7,4,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
139,7,5,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
140,7,6,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
141,7,7,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
142,7,8,features,1,11,0,32,1e-06,0.001,1e-08,False,0.15,32,1,2,['typical_price'],70,-0.49579570,0.060967,0.171983,0.039741,0.183633,-0.003220,0.215152,-0.49957646
143,7,9,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49957646
144,7,10,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],91,-0.48523455,0.047648,0.173797,0.014799,0.172211,-0.026630,0.212164,-0.49957646
145,7,11,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],70,-0.47147070,0.052643,0.192047,0.028035,0.148148,-0.033355,0.194320,-0.49957646
146,7,12,features,,11,0,32,1e-06,0.001,1e-08,True,0.15,32,1,2,['typical_price'],87,-0.44334883,0.071041,0.275102,0.005729,0.226586,-0.027843,0.243619,-0.49957646
