total_eval,generation,candidate_in_gen,stage_name,species_id,complexity,is_champion,batch_size,dropout_rate,hidden_units,l2_reg,learning_rate,min_delta,num_hidden_layers,positional_encoding,use_log1p_features,window_size,fitness,train_mcc,train_f1,val_mcc,val_f1,test_mcc,test_f1,champion_fitness
33,2,4,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.39583674,0.606021,0.407466,0.579413,0.388084,0.560396,0.399188,0.39721507
34,2,5,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,139,0.38316486,0.512991,0.375534,0.508631,0.388252,0.580728,0.371736,0.39721507
35,2,6,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,160,0.38492812,0.523383,0.374320,0.468841,0.392000,0.382383,0.369312,0.39721507
36,2,7,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,149,-0.16750503,0.792395,0.612935,0.626157,0.312766,0.574446,0.368502,0.39721507
37,2,8,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,141,0.38391422,0.540850,0.396355,0.492512,0.375620,0.433043,0.375353,0.39721507
38,2,9,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,141,0.38391422,0.540850,0.396355,0.492512,0.375620,0.433043,0.375353,0.39721507
39,2,10,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,51,0.38931734,0.598841,0.387616,0.608434,0.390452,0.611574,0.395420,0.39721507
40,2,11,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,51,0.38931734,0.598841,0.387616,0.608434,0.390452,0.611574,0.395420,0.39721507
41,2,12,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
42,2,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.39583674,0.606021,0.407466,0.579413,0.388084,0.560396,0.399188,0.39721507
43,2,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.39583674,0.606021,0.407466,0.579413,0.388084,0.560396,0.399188,0.39721507
44,3,1,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
45,3,2,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.39583674,0.606021,0.407466,0.579413,0.388084,0.560396,0.399188,0.39721507
46,3,3,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,69,0.36789414,0.431683,0.355249,0.446350,0.376324,0.447798,0.388158,0.39721507
47,3,4,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.39583674,0.606021,0.407466,0.579413,0.388084,0.560396,0.399188,0.39721507
48,3,5,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,108,0.36401733,0.438163,0.351409,0.449406,0.372423,0.514127,0.382296,0.39721507
49,3,6,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,51,0.38931734,0.598841,0.387616,0.608434,0.390452,0.611574,0.395420,0.39721507
50,3,7,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,51,0.38931734,0.598841,0.387616,0.608434,0.390452,0.611574,0.395420,0.39721507
51,3,8,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.39583674,0.606021,0.407466,0.579413,0.388084,0.560396,0.399188,0.39721507
52,3,9,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,70,0.36819776,0.453921,0.362122,0.479247,0.372248,0.548020,0.360196,0.39721507
53,3,10,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
54,3,11,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.38127183,0.562006,0.378711,0.556042,0.382979,0.565132,0.395095,0.39721507
55,3,12,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
56,3,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,48,0.38127183,0.562006,0.378711,0.556042,0.382979,0.565132,0.395095,0.39721507
57,3,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,51,0.38931734,0.598841,0.387616,0.608434,0.390452,0.611574,0.395420,0.39721507
58,4,1,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.39583674,0.606021,0.407466,0.579413,0.388084,0.560396,0.399188,0.39721507
59,4,2,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
60,4,3,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,False,,70,0.36819776,0.453921,0.362122,0.479247,0.372248,0.548020,0.360196,0.39721507
61,4,4,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,62,0.37808692,0.538380,0.377002,0.528375,0.378810,0.482742,0.377448,0.39721507
62,4,5,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,92,-0.12380316,0.782309,0.600971,0.601681,0.322212,0.567568,0.355224,0.39721507
63,4,6,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
64,4,7,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
65,4,8,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,112,0.19247368,0.697690,0.514188,0.594901,0.390452,0.526795,0.376000,0.39721507
66,4,9,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.39583674,0.606021,0.407466,0.579413,0.388084,0.560396,0.399188,0.39721507
67,4,10,features,1,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
68,4,11,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
69,4,12,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,70,0.39583674,0.606021,0.407466,0.579413,0.388084,0.560396,0.399188,0.39721507
70,4,13,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
71,4,14,features,,10,0,32,0.1,128,1e-06,0.001,1e-08,2,True,,100,0.39721507,0.565748,0.422222,0.512662,0.380544,0.453266,0.373272,0.39721507
72,5,1,architecture,,10,0,32,0.0018847915491462808,107,1e-06,0.001,1e-08,2,True,,100,-0.00691162,0.779427,0.554604,0.672482,0.338636,0.550251,0.377175,0.39721507
73,5,2,architecture,,10,0,32,0.19122071119123626,139,1e-06,0.001,1e-08,1,True,,100,0.20336682,0.676299,0.503053,0.582442,0.387789,0.558291,0.379675,0.39721507
74,5,3,architecture,,10,0,32,0.1671864559403356,139,1e-06,0.001,1e-08,1,True,,100,0.38756290,0.497481,0.369742,0.514350,0.399443,0.538191,0.384461,0.39721507
75,5,4,architecture,,10,1,32,0.2609100940086646,96,1e-06,0.001,1e-08,3,True,,100,0.40431586,0.569989,0.426044,0.513787,0.389831,0.473869,0.374178,0.40431586
76,5,5,architecture,,10,0,32,0.15778532604226841,176,1e-06,0.001,1e-08,1,True,,100,0.37485966,0.480249,0.362335,0.487338,0.383209,0.525628,0.397190,0.40431586
77,5,6,architecture,,10,0,32,0.21673314827119278,180,1e-06,0.001,1e-08,1,True,,100,0.39528555,0.562566,0.378765,0.575689,0.406299,0.598492,0.396981,0.40431586
78,5,7,architecture,,10,0,32,0.022448474473112646,168,1e-06,0.001,1e-08,2,True,,100,0.38066180,0.471103,0.367871,0.491277,0.389189,0.450251,0.377702,0.40431586
79,5,8,architecture,,10,0,32,0.1869778201565994,131,1e-06,0.001,1e-08,3,True,,100,0.36223394,0.512063,0.346761,0.531795,0.372549,0.479397,0.386256,0.40431586
80,5,9,architecture,,10,0,32,0.2555295877052074,165,1e-06,0.001,1e-08,1,True,,100,0.38655114,0.481310,0.371204,0.493528,0.396783,0.517085,0.390615,0.40431586
81,5,10,architecture,,10,0,32,0.2862418777868028,236,1e-06,0.001,1e-08,4,True,,100,0.17495181,0.628446,0.466400,0.561058,0.354305,0.398492,0.364312,0.40431586
82,5,11,architecture,,10,0,32,0.26171490521956087,224,1e-06,0.001,1e-08,4,True,,100,0.35873754,0.450292,0.343725,0.481711,0.368746,0.377889,0.362513,0.40431586
83,5,12,architecture,,10,0,32,0.07043107293060646,73,1e-06,0.001,1e-08,1,True,,100,0.38088226,0.497879,0.365069,0.504783,0.391425,0.527638,0.376658,0.40431586
84,5,13,architecture,,10,0,32,0.2992277768868646,239,1e-06,0.001,1e-08,3,True,,100,0.38953457,0.514051,0.376954,0.543613,0.397921,0.498492,0.395884,0.40431586
85,5,14,architecture,,10,0,32,0.1301914415769377,255,1e-06,0.001,1e-08,1,True,,100,-0.07489116,0.797455,0.618382,0.643219,0.351738,0.597990,0.382716,0.40431586
86,5,15,architecture,,10,0,32,0.13310356549851174,89,1e-06,0.001,1e-08,1,True,,100,0.38435992,0.497216,0.368149,0.521103,0.395167,0.561307,0.402464,0.40431586
87,6,1,architecture,,10,0,32,0.07043107293060646,256,1e-06,0.001,1e-08,1,True,,100,0.38783332,0.496951,0.372831,0.499156,0.397835,0.540201,0.398422,0.40431586
88,6,2,architecture,,10,0,32,0.2555295877052074,180,1e-06,0.001,1e-08,1,True,,100,0.38911596,0.504905,0.372374,0.512662,0.400277,0.554774,0.389807,0.40431586
89,6,3,architecture,,10,0,32,0.2992277768868646,253,1e-06,0.001,1e-08,2,True,,100,0.35517504,0.400583,0.336171,0.415869,0.367844,0.352261,0.354532,0.40431586
90,6,4,architecture,,10,1,32,0.3,64,1e-06,0.001,1e-08,3,True,,100,0.40444769,0.634544,0.431664,0.606640,0.386304,0.541709,0.392000,0.40444769
91,6,5,architecture,,10,0,32,0.07043107293060646,64,1e-06,0.001,1e-08,1,True,,100,0.39656207,0.553552,0.389191,0.543613,0.401476,0.540201,0.383838,0.40444769
92,6,6,architecture,,10,0,32,0.07145912817779743,73,1e-06,0.001,1e-08,1,True,,100,0.37977481,0.496023,0.364427,0.505346,0.390007,0.530151,0.377911,0.40444769
93,6,7,architecture,,10,1,32,0.21673314827119278,171,1e-06,0.001,1e-08,1,True,,100,0.41419909,0.586029,0.436790,0.528981,0.399139,0.468844,0.376401,0.41419909
94,6,8,architecture,,10,0,32,0.13310356549851174,89,1e-06,0.001,1e-08,1,True,,100,0.38435992,0.497216,0.368149,0.521103,0.395167,0.561307,0.402464,0.41419909
95,6,9,architecture,1,10,0,32,0.13310356549851174,89,1e-06,0.001,1e-08,1,True,,100,0.38435992,0.497216,0.368149,0.521103,0.395167,0.561307,0.402464,0.41419909
96,6,10,architecture,1,10,0,32,0.2992277768868646,256,1e-06,0.001,1e-08,3,True,,100,0.34425221,0.473754,0.314808,0.468768,0.363881,0.269849,0.322611,0.41419909
97,6,11,architecture,,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,3,True,,100,0.40431586,0.569989,0.426044,0.513787,0.389831,0.473869,0.374178,0.41419909
98,6,12,architecture,,10,0,32,0.2555295877052074,239,1e-06,0.001,1e-08,1,True,,100,-0.01382312,0.741119,0.559043,0.584693,0.338710,0.561809,0.390210,0.41419909
99,6,13,architecture,,10,0,32,0.3,165,1e-06,0.001,1e-08,2,True,,100,0.10702886,0.708378,0.528302,0.606640,0.366274,0.533166,0.379426,0.41419909
100,6,14,architecture,1,10,0,32,0.2555295877052074,193,1e-06,0.001,1e-08,1,True,,100,0.13055793,0.705461,0.525416,0.605515,0.373548,0.571859,0.384393,0.41419909
101,7,1,architecture,,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,3,True,,100,0.40431586,0.569989,0.426044,0.513787,0.389831,0.473869,0.374178,0.41419909
102,7,2,architecture,,10,0,32,0.2555295877052074,64,1e-06,0.001,1e-08,1,True,,100,0.37830154,0.453473,0.361666,0.468768,0.389392,0.458291,0.383295,0.41419909
103,7,3,architecture,1,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,3,True,,100,0.40431586,0.569989,0.426044,0.513787,0.389831,0.473869,0.374178,0.41419909
104,7,4,architecture,,10,0,32,0.2609100940086646,93,1e-06,0.001,1e-08,3,True,,100,0.19162297,0.652572,0.485372,0.559932,0.372392,0.521608,0.386598,0.41419909
105,7,5,architecture,,10,0,32,0.07043107293060646,256,1e-06,0.001,1e-08,1,True,,100,0.38783332,0.496951,0.372831,0.499156,0.397835,0.540201,0.398422,0.41419909
106,7,6,architecture,1,10,0,32,0.2555295877052074,180,1e-06,0.001,1e-08,2,True,,100,0.39757519,0.553287,0.415134,0.491277,0.385870,0.441206,0.373874,0.41419909
107,7,7,architecture,,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,3,True,,100,0.40431586,0.569989,0.426044,0.513787,0.389831,0.473869,0.374178,0.41419909
108,7,8,architecture,,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,1,True,,100,0.37632177,0.470308,0.362679,0.468768,0.385417,0.475377,0.380048,0.41419909
109,7,9,architecture,1,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,2,True,,100,0.40908965,0.570785,0.427915,0.528981,0.396539,0.464824,0.379009,0.41419909
110,7,10,architecture,,10,0,32,0.21673314827119278,196,1e-06,0.001,1e-08,1,True,,100,0.38493391,0.476140,0.375869,0.498593,0.390977,0.438693,0.367855,0.41419909
111,7,11,architecture,,10,0,32,0.21673314827119278,171,1e-06,0.001,1e-08,2,True,,100,0.02794799,0.736479,0.554460,0.608329,0.351955,0.555276,0.374558,0.41419909
112,7,12,architecture,,10,0,32,0.07043107293060646,256,1e-06,0.001,1e-08,1,True,,100,0.38783332,0.496951,0.372831,0.499156,0.397835,0.540201,0.398422,0.41419909
113,7,13,architecture,,10,0,32,0.2607407706499163,64,1e-06,0.001,1e-08,1,True,,100,0.38711063,0.524655,0.379155,0.531232,0.392414,0.464824,0.382609,0.41419909
114,7,14,architecture,,10,0,32,0.07043107293060646,256,1e-06,0.001,1e-08,1,True,,100,0.38783332,0.496951,0.372831,0.499156,0.397835,0.540201,0.398422,0.41419909
115,8,1,architecture,1,10,0,32,0.2555295877052074,180,1e-06,0.001,1e-08,2,True,,100,0.39757519,0.553287,0.415134,0.491277,0.385870,0.441206,0.373874,0.41419909
116,8,2,architecture,1,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,3,True,,100,0.40431586,0.569989,0.426044,0.513787,0.389831,0.473869,0.374178,0.41419909
117,8,3,architecture,,10,0,32,0.3,180,1e-06,0.001,1e-08,3,True,,100,0.39402471,0.549841,0.419686,0.519977,0.376917,0.450754,0.379330,0.41419909
118,8,4,architecture,,10,0,32,0.28702202140460914,96,1e-06,0.001,1e-08,3,True,,100,0.12126542,0.714210,0.533939,0.597074,0.375218,0.556784,0.369099,0.41419909
119,8,5,architecture,,10,0,32,0.07043107293060646,256,1e-06,0.001,1e-08,3,True,,100,0.35539612,0.470042,0.332777,0.500844,0.370476,0.398995,0.363152,0.41419909
120,8,6,architecture,,10,0,32,0.2555295877052074,180,1e-06,0.001,1e-08,2,True,,100,0.39757519,0.553287,0.415134,0.491277,0.385870,0.441206,0.373874,0.41419909
121,8,7,architecture,1,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,3,True,,100,0.40431586,0.569989,0.426044,0.513787,0.389831,0.473869,0.374178,0.41419909
122,8,8,architecture,,10,0,32,0.07043107293060646,96,1e-06,0.001,1e-08,1,True,,100,0.07402135,0.695917,0.519078,0.580191,0.347902,0.536683,0.369357,0.41419909
123,8,9,architecture,,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,3,True,,100,0.40431586,0.569989,0.426044,0.513787,0.389831,0.473869,0.374178,0.41419909
124,8,10,architecture,,10,0,32,0.2883561841366613,96,1e-06,0.001,1e-08,4,True,,100,0.26745375,0.631893,0.470341,0.555431,0.392308,0.517588,0.382239,0.41419909
125,8,11,architecture,,10,0,32,0.2609100940086646,67,1e-06,0.001,1e-08,3,True,,100,0.22095417,0.623409,0.465475,0.554305,0.371429,0.539196,0.386622,0.41419909
126,8,12,architecture,,10,0,32,0.07043107293060646,256,1e-06,0.001,1e-08,3,True,,100,0.35539612,0.470042,0.332777,0.500844,0.370476,0.398995,0.363152,0.41419909
127,8,13,architecture,,10,0,32,0.21673314827119278,171,1e-06,0.001,1e-08,3,True,,100,0.11616440,0.703738,0.520900,0.593134,0.365233,0.501005,0.382078,0.41419909
128,8,14,architecture,,10,0,32,0.07043107293060646,96,1e-06,0.001,1e-08,3,True,,100,0.17265984,0.683722,0.501463,0.589195,0.375000,0.517085,0.363154,0.41419909
129,9,1,architecture,,10,1,32,0.2609100940086646,73,1e-06,0.001,1e-08,3,True,,100,0.42247005,0.602068,0.450384,0.548115,0.403860,0.468342,0.379108,0.42247005
130,9,2,architecture,1,10,0,32,0.2609100940086646,139,1e-06,0.001,1e-08,4,True,,100,0.30016026,0.599417,0.445708,0.545301,0.389728,0.462814,0.382438,0.42247005
131,9,3,architecture,,10,0,32,0.2325078968716993,147,1e-06,0.001,1e-08,3,True,,100,-0.12149390,0.794539,0.614811,0.634778,0.331617,0.618090,0.362416,0.42247005
132,9,4,architecture,1,10,0,32,0.2609100940086646,96,1e-06,0.001,1e-08,2,True,,100,0.40908965,0.570785,0.427915,0.528981,0.396539,0.464824,0.379009,0.42247005
133,9,5,architecture,,10,0,32,0.2399587581020817,171,1e-06,0.001,1e-08,3,True,,100,0.05360984,0.714873,0.534718,0.604389,0.349676,0.529648,0.389831,0.42247005
134,9,6,architecture,1,10,0,32,0.2555295877052074,180,1e-06,0.001,1e-08,3,True,,100,0.34120000,0.398727,0.328000,0.400113,0.350000,0.322111,0.344828,0.42247005
135,9,7,architecture,,10,0,32,0.2609100940086646,113,1e-06,0.001,1e-08,3,True,,100,0.40671808,0.574629,0.430119,0.521666,0.391117,0.470352,0.382904,0.42247005
136,9,8,architecture,,10,0,32,0.2710305796178596,171,1e-06,0.001,1e-08,1,True,,100,0.39277124,0.542418,0.407280,0.507034,0.383099,0.474372,0.383981,0.42247005
137,9,9,architecture,,10,0,32,0.16073721500473426,96,1e-06,0.001,1e-08,4,True,,100,0.25327547,0.713150,0.481801,0.686550,0.393906,0.609548,0.381862,0.42247005
138,9,10,architecture,,10,0,32,0.2555295877052074,180,1e-06,0.001,1e-08,2,True,,100,0.39757519,0.553287,0.415134,0.491277,0.385870,0.441206,0.373874,0.42247005
139,9,11,architecture,,10,0,32,0.3,180,1e-06,0.001,1e-08,2,True,,100,0.37062694,0.478791,0.344448,0.480023,0.388079,0.474372,0.370638,0.42247005
140,9,12,architecture,,10,0,32,0.2960971760814754,186,1e-06,0.001,1e-08,4,True,,100,0.28236691,0.569062,0.431345,0.538548,0.374046,0.441206,0.371041,0.42247005
141,9,13,architecture,,10,0,32,0.22115329670499886,96,1e-06,0.001,1e-08,2,True,,100,0.23046365,0.593982,0.446212,0.516601,0.363232,0.471357,0.389082,0.42247005
142,9,14,architecture,,10,0,32,0.22230309842984958,96,1e-06,0.001,1e-08,3,True,,100,0.16648030,0.670069,0.498287,0.560495,0.370669,0.523116,0.375247,0.42247005
143,10,1,training,,10,0,20,0.2609100940086646,73,1e-07,0.0008077782572410581,1e-10,3,True,,100,0.39291498,0.519618,0.401980,0.505909,0.386872,0.454774,0.390107,0.42247005
144,10,2,training,,10,0,30,0.2609100940086646,73,1e-07,0.005426238227313688,1.582567238954432e-07,3,True,,100,0.38611873,0.481310,0.384652,0.465391,0.387097,0.425126,0.380282,0.42247005
145,10,3,training,,10,0,34,0.2609100940086646,73,1e-07,0.0007661857939965058,2.4326088214588845e-07,3,True,,100,0.38747623,0.488335,0.371949,0.500844,0.397828,0.481910,0.394598,0.42247005
146,10,4,training,,10,0,48,0.2609100940086646,73,0.0004014469455676369,0.0019985882367089753,4.0350880666813363e-08,3,True,,100,0.39709475,0.556204,0.422759,0.518852,0.379985,0.473869,0.374178,0.42247005
147,10,5,training,,10,0,61,0.2609100940086646,73,0.0003331074012822319,0.0003987505227997402,4.737967759801505e-07,3,True,,100,0.16473716,0.650981,0.483016,0.568936,0.360601,0.530151,0.386885,0.42247005
148,10,6,training,,10,0,54,0.2609100940086646,73,0.0008931423789087994,0.00457531570723591,1.3986700767377796e-07,3,True,,100,0.30050627,0.590801,0.434097,0.549803,0.382716,0.431658,0.378230,0.42247005
149,10,7,training,,10,0,36,0.2609100940086646,73,0.00016258579567235168,0.0093143736679446,9.906166759873839e-07,3,True,,100,0.40077199,0.558987,0.413124,0.541925,0.392537,0.495980,0.398320,0.42247005
150,10,8,training,,10,0,35,0.2609100940086646,73,0.0005937652831654236,0.007395800412130306,5.073642547026764e-07,3,True,,100,0.40557987,0.561108,0.418817,0.539674,0.396755,0.505528,0.383459,0.42247005
151,10,9,training,,10,0,47,0.2609100940086646,73,0.0007087689324547943,0.005102043866500816,2.9986058568094e-07,3,True,,100,0.31539343,0.633484,0.460488,0.599325,0.404682,0.539698,0.393377,0.42247005
152,10,10,training,,10,0,39,0.2609100940086646,73,0.0003313064696195647,0.008159330844105804,1.0969362903237365e-07,3,True,,100,0.38862083,0.549708,0.391981,0.533483,0.386380,0.375377,0.362237,0.42247005
153,10,11,training,,10,0,35,0.2609100940086646,73,0.0007967751384487541,0.004171237291628005,7.253516801306001e-07,3,True,,100,0.40752199,0.564422,0.426727,0.509848,0.394719,0.465327,0.374118,0.42247005
154,10,12,training,,10,0,17,0.2609100940086646,73,0.0005969499249915983,0.006883556075515689,2.656038839420227e-07,3,True,,100,0.37169077,0.438362,0.355001,0.450197,0.382817,0.382412,0.365514,0.42247005
