ts,stage,generation,candidate,VmRSS_kB,VmHWM_kB,gpu_current_B,gpu_peak_B,extra
1766774073.155,before_build_model,0,1,873448,881552,,,
1766774073.571,after_build_model,0,1,882012,882012,,,
1766774073.572,before_fit,0,1,882012,882012,,,{"params":{"changepoint_prior_scale":0.1959204366739461,"seasonality_prior_scale":5.386206752182644,"holidays_prior_scale":8.726450475123306,"regressors_prior_scale":4.22199808038209,"window_size":80}}
1766776052.388,candidate_start,0,1,866944,866944,,,
1766776052.621,subprocess_start,0,1,866948,866948,,,{"params":{"changepoint_prior_scale":0.2490811646702047,"seasonality_prior_scale":0.49236907190876533,"holidays_prior_scale":8.071785725160252,"regressors_prior_scale":5.972708822652969,"window_size":68}}
1766776054.951,before_preprocess,0,1,665908,665908,,,
1766776055.311,after_preprocess,0,1,869728,877060,,,
1766776055.311,before_build_model,0,1,869728,877060,,,
1766776055.311,after_build_model,0,1,869728,877060,,,
1766776055.311,before_fit,0,1,869728,877060,,,{"params":{"changepoint_prior_scale":0.2490811646702047,"seasonality_prior_scale":0.49236907190876533,"holidays_prior_scale":8.071785725160252,"regressors_prior_scale":5.972708822652969,"window_size":68}}
1766776056.252,subprocess_failed,0,1,866948,866948,,,{"returncode":2,"stdout_tail":"Attempting to load plugin: default_target from group: target.plugins\r\nSuccessfully loaded plugin: default_target with params: {'predicted_horizons': [1], 'target_column': 'typical_price'}\r\nAttempting to load plugin: stl_preprocessor from group: preprocessor.plugins\r\nSuccessfully loaded plugin: stl_preprocessor with params: {'window_size': 48, 'predicted_horizons': [1, 2, 3, 4, 5, 6], 'target_column': 'typical_price', 'use_returns': True, 'targets_are_denormalized': True, 'anti_naive_lock_enabled': True, 'feature_preprocessing_strategy': 'selective', 'add_window_stats': True, 'window_stats_periods': [12, 48], 'reverse_time_axis': False, 'add_multi_scale_returns': False, 'multi_scale_return_periods': [6, 24, 72], 'use_log1p_features': ['typical_price']}\r\nAttempting to load plugin: prophet from group: predictor.plugins\r\nImporting plotly failed. Interactive plots will not work.\r\n2025-12-26 14:07:33.547530: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered\r\nWARNING: All log messages before absl::InitializeLog() is called are written to STDERR\r\nE0000 00:00:1766776053.560071   49542 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered\r\nE0000 00:00:1766776053.564061   49542 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered\r\nW0000 00:00:1766776053.574231   49542 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776053.574248   49542 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776053.574251   49542 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776053.574253   49542 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\n2025-12-26 14:07:33.577124: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.\r\nTo enable the following instructions: AVX2 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.\r\nSuccessfully loaded plugin: prophet with params: {'predicted_horizons': [1], 'prophet_params': {}, 'interval_width': 0.6827, 'add_country_holidays': None, 'daily_seasonality': 'auto', 'weekly_seasonality': 'auto', 'yearly_seasonality': 'auto', 'use_regressors': False, 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 10.0, 'holidays_prior_scale': 10.0, 'regressors_prior_scale': 10.0}\r\nW0000 00:00:1766776055.023158   49542 gpu_device.cc:2341] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.\r\nSkipping registering GPU devices...\r\nStep 1: Load normalized CSV data\r\n  Loaded x_train_df: (7300, 1)\r\n  Loaded y_train_df: (7300, 1)\r\n  Loaded x_val_df: (1575, 1)\r\n  Loaded y_val_df: (1575, 1)\r\n  Loaded x_test_df: (1575, 1)\r\n  Loaded y_test_df: (1575, 1)\r\nStep 2: Denormalize all input datasets\r\nStep 3: Create first sliding windows from denormalized data\r\nCreating sliding windows (Size=68)... Done.\r\nStep 4: Extract baselines from sliding windows\r\nExtracting baselines for target column 'typical_price'... Done.\r\nStep 5: Calculate targets from baselines\r\nStep 6: Create second sliding windows from normalized data\r\nCreating sliding windows (Size=68)... Done.\r\nStep 6b: Applying log1p to features: ['typical_price']\r\n  Found features at indices [0]: ['typical_price']\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_train to handle negative normalized values\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_val to handle negative normalized values\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_test to handle negative normalized values\r\nStep 7: Align sliding windows with target data\r\n  Aligning sliding windows with target data...\r\n    train target length: 7227\r\n    val target length: 1502\r\n    test target length: 1502\r\n    Trimmed X_train from 7233 to 7227 samples\r\n    Trimmed X_val from 1508 to 1502 samples\r\n    Trimmed X_test from 1508 to 1502 samples\r\n\r\nPreprocessing Summary:\r\n  X_train shape: (7227, 68, 1)\r\n  X_val shape: (1502, 68, 1)\r\n  X_test shape: (1502, 68, 1)\r\n  Feature names: 1\r\n  Predicted horizons: [1, 2, 3, 4, 5, 6]\r\n  Target normalization parameters available: 0\r\n  Baseline train length: 7233\r\n  Baseline val length: 1508\r\n  Baseline test length: 1508\r\nNo columns specified for exclusion\r\n"}
1766776056.252,candidate_end,0,1,866952,866952,,,
1766776056.252,candidate_start,0,2,866952,866952,,,
1766776056.499,subprocess_start,0,2,866952,866952,,,{"params":{"changepoint_prior_scale":0.06722226851231254,"seasonality_prior_scale":5.948256509625186,"holidays_prior_scale":6.917251609266454,"regressors_prior_scale":2.2403554817811635,"window_size":49}}
1766776058.826,before_preprocess,0,2,666080,666080,,,
1766776059.182,after_preprocess,0,2,871528,873972,,,
1766776059.182,before_build_model,0,2,871544,873972,,,
1766776059.182,after_build_model,0,2,871544,873972,,,
1766776059.182,before_fit,0,2,871544,873972,,,{"params":{"changepoint_prior_scale":0.06722226851231254,"seasonality_prior_scale":5.948256509625186,"holidays_prior_scale":6.917251609266454,"regressors_prior_scale":2.2403554817811635,"window_size":49}}
1766776059.833,subprocess_failed,0,2,866952,866952,,,{"returncode":2,"stdout_tail":"Attempting to load plugin: default_target from group: target.plugins\r\nSuccessfully loaded plugin: default_target with params: {'predicted_horizons': [1], 'target_column': 'typical_price'}\r\nAttempting to load plugin: stl_preprocessor from group: preprocessor.plugins\r\nSuccessfully loaded plugin: stl_preprocessor with params: {'window_size': 48, 'predicted_horizons': [1, 2, 3, 4, 5, 6], 'target_column': 'typical_price', 'use_returns': True, 'targets_are_denormalized': True, 'anti_naive_lock_enabled': True, 'feature_preprocessing_strategy': 'selective', 'add_window_stats': True, 'window_stats_periods': [12, 48], 'reverse_time_axis': False, 'add_multi_scale_returns': False, 'multi_scale_return_periods': [6, 24, 72], 'use_log1p_features': ['typical_price']}\r\nAttempting to load plugin: prophet from group: predictor.plugins\r\nImporting plotly failed. Interactive plots will not work.\r\n2025-12-26 14:07:37.412438: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered\r\nWARNING: All log messages before absl::InitializeLog() is called are written to STDERR\r\nE0000 00:00:1766776057.424321   49597 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered\r\nE0000 00:00:1766776057.428181   49597 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered\r\nW0000 00:00:1766776057.438457   49597 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776057.438476   49597 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776057.438479   49597 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776057.438481   49597 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\n2025-12-26 14:07:37.441361: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.\r\nTo enable the following instructions: AVX2 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.\r\nSuccessfully loaded plugin: prophet with params: {'predicted_horizons': [1], 'prophet_params': {}, 'interval_width': 0.6827, 'add_country_holidays': None, 'daily_seasonality': 'auto', 'weekly_seasonality': 'auto', 'yearly_seasonality': 'auto', 'use_regressors': False, 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 10.0, 'holidays_prior_scale': 10.0, 'regressors_prior_scale': 10.0}\r\nW0000 00:00:1766776058.897416   49597 gpu_device.cc:2341] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.\r\nSkipping registering GPU devices...\r\nStep 1: Load normalized CSV data\r\n  Loaded x_train_df: (7300, 1)\r\n  Loaded y_train_df: (7300, 1)\r\n  Loaded x_val_df: (1575, 1)\r\n  Loaded y_val_df: (1575, 1)\r\n  Loaded x_test_df: (1575, 1)\r\n  Loaded y_test_df: (1575, 1)\r\nStep 2: Denormalize all input datasets\r\nStep 3: Create first sliding windows from denormalized data\r\nCreating sliding windows (Size=49)... Done.\r\nStep 4: Extract baselines from sliding windows\r\nExtracting baselines for target column 'typical_price'... Done.\r\nStep 5: Calculate targets from baselines\r\nStep 6: Create second sliding windows from normalized data\r\nCreating sliding windows (Size=49)... Done.\r\nStep 6b: Applying log1p to features: ['typical_price']\r\n  Found features at indices [0]: ['typical_price']\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_train to handle negative normalized values\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_val to handle negative normalized values\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_test to handle negative normalized values\r\nStep 7: Align sliding windows with target data\r\n  Aligning sliding windows with target data...\r\n    train target length: 7246\r\n    val target length: 1521\r\n    test target length: 1521\r\n    Trimmed X_train from 7252 to 7246 samples\r\n    Trimmed X_val from 1527 to 1521 samples\r\n    Trimmed X_test from 1527 to 1521 samples\r\n\r\nPreprocessing Summary:\r\n  X_train shape: (7246, 49, 1)\r\n  X_val shape: (1521, 49, 1)\r\n  X_test shape: (1521, 49, 1)\r\n  Feature names: 1\r\n  Predicted horizons: [1, 2, 3, 4, 5, 6]\r\n  Target normalization parameters available: 0\r\n  Baseline train length: 7252\r\n  Baseline val length: 1527\r\n  Baseline test length: 1527\r\nNo columns specified for exclusion\r\n"}
1766776059.833,candidate_end,0,2,866952,866952,,,
1766776059.833,candidate_start,0,3,866952,866952,,,
1766776060.077,subprocess_start,0,3,866952,866952,,,{"params":{"changepoint_prior_scale":0.1253511038844372,"seasonality_prior_scale":1.741283196742515,"holidays_prior_scale":1.4433642607360635,"regressors_prior_scale":4.145157574429207,"window_size":89}}
1766776062.402,before_preprocess,0,3,666064,666064,,,
1766776062.764,after_preprocess,0,3,871348,880800,,,
1766776062.764,before_build_model,0,3,871348,880800,,,
1766776062.764,after_build_model,0,3,871348,880800,,,
1766776062.764,before_fit,0,3,871348,880800,,,{"params":{"changepoint_prior_scale":0.1253511038844372,"seasonality_prior_scale":1.741283196742515,"holidays_prior_scale":1.4433642607360635,"regressors_prior_scale":4.145157574429207,"window_size":89}}
1766776063.412,subprocess_failed,0,3,866952,866952,,,{"returncode":2,"stdout_tail":"Attempting to load plugin: default_target from group: target.plugins\r\nSuccessfully loaded plugin: default_target with params: {'predicted_horizons': [1], 'target_column': 'typical_price'}\r\nAttempting to load plugin: stl_preprocessor from group: preprocessor.plugins\r\nSuccessfully loaded plugin: stl_preprocessor with params: {'window_size': 48, 'predicted_horizons': [1, 2, 3, 4, 5, 6], 'target_column': 'typical_price', 'use_returns': True, 'targets_are_denormalized': True, 'anti_naive_lock_enabled': True, 'feature_preprocessing_strategy': 'selective', 'add_window_stats': True, 'window_stats_periods': [12, 48], 'reverse_time_axis': False, 'add_multi_scale_returns': False, 'multi_scale_return_periods': [6, 24, 72], 'use_log1p_features': ['typical_price']}\r\nAttempting to load plugin: prophet from group: predictor.plugins\r\nImporting plotly failed. Interactive plots will not work.\r\n2025-12-26 14:07:40.994316: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered\r\nWARNING: All log messages before absl::InitializeLog() is called are written to STDERR\r\nE0000 00:00:1766776061.006660   49642 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered\r\nE0000 00:00:1766776061.010574   49642 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered\r\nW0000 00:00:1766776061.020600   49642 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776061.020618   49642 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776061.020620   49642 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776061.020623   49642 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\n2025-12-26 14:07:41.023408: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.\r\nTo enable the following instructions: AVX2 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.\r\nSuccessfully loaded plugin: prophet with params: {'predicted_horizons': [1], 'prophet_params': {}, 'interval_width': 0.6827, 'add_country_holidays': None, 'daily_seasonality': 'auto', 'weekly_seasonality': 'auto', 'yearly_seasonality': 'auto', 'use_regressors': False, 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 10.0, 'holidays_prior_scale': 10.0, 'regressors_prior_scale': 10.0}\r\nW0000 00:00:1766776062.474309   49642 gpu_device.cc:2341] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.\r\nSkipping registering GPU devices...\r\nStep 1: Load normalized CSV data\r\n  Loaded x_train_df: (7300, 1)\r\n  Loaded y_train_df: (7300, 1)\r\n  Loaded x_val_df: (1575, 1)\r\n  Loaded y_val_df: (1575, 1)\r\n  Loaded x_test_df: (1575, 1)\r\n  Loaded y_test_df: (1575, 1)\r\nStep 2: Denormalize all input datasets\r\nStep 3: Create first sliding windows from denormalized data\r\nCreating sliding windows (Size=89)... Done.\r\nStep 4: Extract baselines from sliding windows\r\nExtracting baselines for target column 'typical_price'... Done.\r\nStep 5: Calculate targets from baselines\r\nStep 6: Create second sliding windows from normalized data\r\nCreating sliding windows (Size=89)... Done.\r\nStep 6b: Applying log1p to features: ['typical_price']\r\n  Found features at indices [0]: ['typical_price']\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_train to handle negative normalized values\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_val to handle negative normalized values\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_test to handle negative normalized values\r\nStep 7: Align sliding windows with target data\r\n  Aligning sliding windows with target data...\r\n    train target length: 7206\r\n    val target length: 1481\r\n    test target length: 1481\r\n    Trimmed X_train from 7212 to 7206 samples\r\n    Trimmed X_val from 1487 to 1481 samples\r\n    Trimmed X_test from 1487 to 1481 samples\r\n\r\nPreprocessing Summary:\r\n  X_train shape: (7206, 89, 1)\r\n  X_val shape: (1481, 89, 1)\r\n  X_test shape: (1481, 89, 1)\r\n  Feature names: 1\r\n  Predicted horizons: [1, 2, 3, 4, 5, 6]\r\n  Target normalization parameters available: 0\r\n  Baseline train length: 7212\r\n  Baseline val length: 1487\r\n  Baseline test length: 1487\r\nNo columns specified for exclusion\r\n"}
1766776063.413,candidate_end,0,3,866952,866952,,,
1766776063.415,candidate_start,0,4,866952,866952,,,
1766776063.660,subprocess_start,0,4,866952,866952,,,{"params":{"changepoint_prior_scale":0.188730899207065,"seasonality_prior_scale":0.4295037920155084,"holidays_prior_scale":5.2381718634192715,"regressors_prior_scale":7.5583234076861245,"window_size":65}}
1766776065.980,before_preprocess,0,4,665976,665976,,,
1766776066.342,after_preprocess,0,4,871236,877288,,,
1766776066.342,before_build_model,0,4,871236,877288,,,
1766776066.342,after_build_model,0,4,871236,877288,,,
1766776066.342,before_fit,0,4,871236,877288,,,{"params":{"changepoint_prior_scale":0.188730899207065,"seasonality_prior_scale":0.4295037920155084,"holidays_prior_scale":5.2381718634192715,"regressors_prior_scale":7.5583234076861245,"window_size":65}}
1766776067.009,subprocess_failed,0,4,866952,866952,,,{"returncode":2,"stdout_tail":"Attempting to load plugin: default_target from group: target.plugins\r\nSuccessfully loaded plugin: default_target with params: {'predicted_horizons': [1], 'target_column': 'typical_price'}\r\nAttempting to load plugin: stl_preprocessor from group: preprocessor.plugins\r\nSuccessfully loaded plugin: stl_preprocessor with params: {'window_size': 48, 'predicted_horizons': [1, 2, 3, 4, 5, 6], 'target_column': 'typical_price', 'use_returns': True, 'targets_are_denormalized': True, 'anti_naive_lock_enabled': True, 'feature_preprocessing_strategy': 'selective', 'add_window_stats': True, 'window_stats_periods': [12, 48], 'reverse_time_axis': False, 'add_multi_scale_returns': False, 'multi_scale_return_periods': [6, 24, 72], 'use_log1p_features': ['typical_price']}\r\nAttempting to load plugin: prophet from group: predictor.plugins\r\nImporting plotly failed. Interactive plots will not work.\r\n2025-12-26 14:07:44.568838: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered\r\nWARNING: All log messages before absl::InitializeLog() is called are written to STDERR\r\nE0000 00:00:1766776064.580709   49695 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered\r\nE0000 00:00:1766776064.584614   49695 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered\r\nW0000 00:00:1766776064.594872   49695 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776064.594892   49695 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776064.594894   49695 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\nW0000 00:00:1766776064.594897   49695 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.\r\n2025-12-26 14:07:44.597737: I tensorflow/core/platform/cpu_feature_guard.cc:210] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.\r\nTo enable the following instructions: AVX2 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.\r\nSuccessfully loaded plugin: prophet with params: {'predicted_horizons': [1], 'prophet_params': {}, 'interval_width': 0.6827, 'add_country_holidays': None, 'daily_seasonality': 'auto', 'weekly_seasonality': 'auto', 'yearly_seasonality': 'auto', 'use_regressors': False, 'changepoint_prior_scale': 0.05, 'seasonality_prior_scale': 10.0, 'holidays_prior_scale': 10.0, 'regressors_prior_scale': 10.0}\r\nW0000 00:00:1766776066.053426   49695 gpu_device.cc:2341] Cannot dlopen some GPU libraries. Please make sure the missing libraries mentioned above are installed properly if you would like to use GPU. Follow the guide at https://www.tensorflow.org/install/gpu for how to download and setup the required libraries for your platform.\r\nSkipping registering GPU devices...\r\nStep 1: Load normalized CSV data\r\n  Loaded x_train_df: (7300, 1)\r\n  Loaded y_train_df: (7300, 1)\r\n  Loaded x_val_df: (1575, 1)\r\n  Loaded y_val_df: (1575, 1)\r\n  Loaded x_test_df: (1575, 1)\r\n  Loaded y_test_df: (1575, 1)\r\nStep 2: Denormalize all input datasets\r\nStep 3: Create first sliding windows from denormalized data\r\nCreating sliding windows (Size=65)... Done.\r\nStep 4: Extract baselines from sliding windows\r\nExtracting baselines for target column 'typical_price'... Done.\r\nStep 5: Calculate targets from baselines\r\nStep 6: Create second sliding windows from normalized data\r\nCreating sliding windows (Size=65)... Done.\r\nStep 6b: Applying log1p to features: ['typical_price']\r\n  Found features at indices [0]: ['typical_price']\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_train to handle negative normalized values\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_val to handle negative normalized values\r\n  Applied symmetric log1p (sign(x)*log1p(|x|)) to X_test to handle negative normalized values\r\nStep 7: Align sliding windows with target data\r\n  Aligning sliding windows with target data...\r\n    train target length: 7230\r\n    val target length: 1505\r\n    test target length: 1505\r\n    Trimmed X_train from 7236 to 7230 samples\r\n    Trimmed X_val from 1511 to 1505 samples\r\n    Trimmed X_test from 1511 to 1505 samples\r\n\r\nPreprocessing Summary:\r\n  X_train shape: (7230, 65, 1)\r\n  X_val shape: (1505, 65, 1)\r\n  X_test shape: (1505, 65, 1)\r\n  Feature names: 1\r\n  Predicted horizons: [1, 2, 3, 4, 5, 6]\r\n  Target normalization parameters available: 0\r\n  Baseline train length: 7236\r\n  Baseline val length: 1511\r\n  Baseline test length: 1511\r\nNo columns specified for exclusion\r\n"}
1766776067.010,candidate_end,0,4,866952,866952,,,
1766776067.010,candidate_start,0,5,866952,866952,,,
1766776067.257,subprocess_start,0,5,866952,866952,,,{"params":{"changepoint_prior_scale":0.4476712692115814,"seasonality_prior_scale":3.528085731404673,"holidays_prior_scale":1.7456949329413793,"regressors_prior_scale":0.4238103777434749,"window_size":46}}
1766776069.623,before_preprocess,0,5,666264,666264,,,
1766776155.982,candidate_start,0,1,865680,865680,,,
1766776156.227,subprocess_start,0,1,865680,865680,,,{"params":{"changepoint_prior_scale":0.11296146917438377,"seasonality_prior_scale":5.457771031647465,"holidays_prior_scale":1.1466475526761504,"regressors_prior_scale":1.8537232112133442,"window_size":41}}
1766776158.558,before_preprocess,0,1,666212,666212,,,
1766776158.913,after_preprocess,0,1,869832,872932,,,
1766776158.913,before_build_model,0,1,869832,872932,,,
1766776158.913,after_build_model,0,1,869832,872932,,,
1766776158.914,before_fit,0,1,869832,872932,,,{"params":{"changepoint_prior_scale":0.11296146917438377,"seasonality_prior_scale":5.457771031647465,"holidays_prior_scale":1.1466475526761504,"regressors_prior_scale":1.8537232112133442,"window_size":41}}
